,Long,Short
2025-06-03 02:30:00+02:00,143.88,143.88
2025-06-03 02:45:00+02:00,138.3,138.3
2025-06-03 03:00:00+02:00,117.98,117.98
2025-06-03 03:15:00+02:00,120.3,120.3
2025-06-03 03:30:00+02:00,130.19,130.19
2025-06-03 03:45:00+02:00,143.93,143.93
2025-06-03 04:00:00+02:00,6.77,6.77
2025-06-03 04:15:00+02:00,97.78,97.78
2025-06-03 04:30:00+02:00,150.54,150.54
2025-06-03 04:45:00+02:00,141.21,141.21
2025-06-03 05:00:00+02:00,128.17,128.17
2025-06-03 05:15:00+02:00,121.96,121.96
2025-06-03 05:30:00+02:00,128.38,128.38
2025-06-03 05:45:00+02:00,0.0,0.0
2025-06-03 06:00:00+02:00,133.12,133.12
2025-06-03 06:15:00+02:00,148.52,148.52
2025-06-03 06:30:00+02:00,42.58,42.58
2025-06-03 06:45:00+02:00,172.29,172.29
2025-06-03 07:00:00+02:00,212.08,212.08
2025-06-03 07:15:00+02:00,212.14,212.14
2025-06-03 07:30:00+02:00,229.78,229.78
2025-06-03 07:45:00+02:00,205.89,205.89
2025-06-03 08:00:00+02:00,387.71,387.71
2025-06-03 08:15:00+02:00,232.51,232.51
2025-06-03 08:30:00+02:00,87.08,87.08
2025-06-03 08:45:00+02:00,64.33,64.33
2025-06-03 09:00:00+02:00,20.42,20.42
2025-06-03 09:15:00+02:00,69.79,69.79
2025-06-03 09:30:00+02:00,157.48,157.48
2025-06-03 09:45:00+02:00,-36.53,-36.53
2025-06-03 10:00:00+02:00,72.26,72.26
2025-06-03 10:15:00+02:00,39.77,39.77
2025-06-03 10:30:00+02:00,-7.95,-7.95
2025-06-03 10:45:00+02:00,-9.85,-9.85
2025-06-03 11:00:00+02:00,33.11,33.11
2025-06-03 11:15:00+02:00,0.42,0.42
2025-06-03 11:30:00+02:00,145.3,145.3
2025-06-03 11:45:00+02:00,17.2,17.2
2025-06-03 12:00:00+02:00,42.74,42.74
2025-06-03 12:15:00+02:00,54.34,54.34
2025-06-03 12:30:00+02:00,70.09,70.09
2025-06-03 12:45:00+02:00,64.14,64.14
2025-06-03 13:00:00+02:00,77.73,77.73
2025-06-03 13:15:00+02:00,-590.36,-590.36
2025-06-03 13:30:00+02:00,-1383.86,-1383.86
2025-06-03 13:45:00+02:00,-1277.91,-1277.91
2025-06-03 14:00:00+02:00,-2262.09,-2262.09
2025-06-03 14:15:00+02:00,-2402.26,-2402.26
2025-06-03 14:30:00+02:00,-1188.76,-1188.76
2025-06-03 14:45:00+02:00,119.48,119.48
2025-06-03 15:00:00+02:00,-17.38,-17.38
2025-06-03 15:15:00+02:00,109.91,109.91
2025-06-03 15:30:00+02:00,95.41,95.41
2025-06-03 15:45:00+02:00,93.31,93.31
2025-06-03 16:00:00+02:00,-22.6,-22.6
2025-06-03 16:15:00+02:00,-9.02,-9.02
2025-06-03 16:30:00+02:00,-2.48,-2.48
2025-06-03 16:45:00+02:00,14.7,14.7
2025-06-03 17:00:00+02:00,-13.49,-13.49
2025-06-03 17:15:00+02:00,8.44,8.44
2025-06-03 17:30:00+02:00,0.38,0.38
2025-06-03 17:45:00+02:00,161.47,161.47
2025-06-03 18:00:00+02:00,37.87,37.87
2025-06-03 18:15:00+02:00,57.53,57.53
2025-06-03 18:30:00+02:00,1.88,1.88
2025-06-03 18:45:00+02:00,4.07,4.07
2025-06-03 19:00:00+02:00,29.09,29.09
2025-06-03 19:15:00+02:00,30.73,30.73
2025-06-03 19:30:00+02:00,0.0,0.0
2025-06-03 19:45:00+02:00,0.0,0.0
2025-06-03 20:00:00+02:00,102.58,102.58
2025-06-03 20:15:00+02:00,94.44,94.44
2025-06-03 20:30:00+02:00,106.25,106.25
2025-06-03 20:45:00+02:00,33.75,33.75
2025-06-03 21:00:00+02:00,36.53,36.53
2025-06-03 21:15:00+02:00,49.82,49.82
2025-06-03 21:30:00+02:00,43.56,43.56
2025-06-03 21:45:00+02:00,11.67,11.67
2025-06-03 22:00:00+02:00,148.06,148.06
2025-06-03 22:15:00+02:00,117.81,117.81
2025-06-03 22:30:00+02:00,3.02,3.02
2025-06-03 22:45:00+02:00,13.2,13.2
2025-06-03 23:00:00+02:00,27.82,27.82
2025-06-03 23:15:00+02:00,28.57,28.57
2025-06-03 23:30:00+02:00,26.03,26.03
2025-06-03 23:45:00+02:00,52.4,52.4
2025-06-04 00:00:00+02:00,72.79,72.79
2025-06-04 00:15:00+02:00,25.11,25.11
2025-06-04 00:30:00+02:00,33.54,33.54
2025-06-04 00:45:00+02:00,46.72,46.72
2025-06-04 01:00:00+02:00,344.45,344.45
2025-06-04 01:15:00+02:00,71.47,71.47
2025-06-04 01:30:00+02:00,171.37,171.37
2025-06-04 01:45:00+02:00,209.41,209.41
2025-06-04 02:00:00+02:00,114.64,114.64
2025-06-04 02:15:00+02:00,73.67,73.67
2025-06-04 02:30:00+02:00,97.75,97.75
2025-06-04 02:45:00+02:00,113.71,113.71
2025-06-04 03:00:00+02:00,0.0,0.0
2025-06-04 03:15:00+02:00,93.52,93.52
2025-06-04 03:30:00+02:00,134.65,134.65
2025-06-04 03:45:00+02:00,68.95,68.95
2025-06-04 04:00:00+02:00,65.47,65.47
2025-06-04 04:15:00+02:00,73.09,73.09
2025-06-04 04:30:00+02:00,80.47,80.47
2025-06-04 04:45:00+02:00,86.19,86.19
2025-06-04 05:00:00+02:00,9.21,9.21
2025-06-04 05:15:00+02:00,36.33,36.33
2025-06-04 05:30:00+02:00,41.0,41.0
2025-06-04 05:45:00+02:00,104.69,104.69
2025-06-04 06:00:00+02:00,117.45,117.45
2025-06-04 06:15:00+02:00,110.37,110.37
2025-06-04 06:30:00+02:00,116.83,116.83
2025-06-04 06:45:00+02:00,118.93,118.93
2025-06-04 07:00:00+02:00,140.56,140.56
2025-06-04 07:15:00+02:00,138.04,138.04
2025-06-04 07:30:00+02:00,122.68,122.68
2025-06-04 07:45:00+02:00,107.49,107.49
2025-06-04 08:00:00+02:00,142.64,142.64
2025-06-04 08:15:00+02:00,124.8,124.8
2025-06-04 08:30:00+02:00,139.92,139.92
2025-06-04 08:45:00+02:00,95.86,95.86
2025-06-04 09:00:00+02:00,126.87,126.87
2025-06-04 09:15:00+02:00,106.58,106.58
2025-06-04 09:30:00+02:00,129.21,129.21
2025-06-04 09:45:00+02:00,90.69,90.69
2025-06-04 10:00:00+02:00,205.46,205.46
2025-06-04 10:15:00+02:00,272.27,272.27
2025-06-04 10:30:00+02:00,153.68,153.68
2025-06-04 10:45:00+02:00,106.36,106.36
2025-06-04 11:00:00+02:00,112.92,112.92
2025-06-04 11:15:00+02:00,159.37,159.37
2025-06-04 11:30:00+02:00,56.66,56.66
2025-06-04 11:45:00+02:00,3.16,3.16
2025-06-04 12:00:00+02:00,161.69,161.69
2025-06-04 12:15:00+02:00,52.74,52.74
2025-06-04 12:30:00+02:00,54.91,54.91
2025-06-04 12:45:00+02:00,28.56,28.56
2025-06-04 13:00:00+02:00,103.38,103.38
2025-06-04 13:15:00+02:00,92.33,92.33
2025-06-04 13:30:00+02:00,3.71,3.71
2025-06-04 13:45:00+02:00,291.74,291.74
2025-06-04 14:00:00+02:00,28.53,28.53
2025-06-04 14:15:00+02:00,46.41,46.41
2025-06-04 14:30:00+02:00,101.02,101.02
2025-06-04 14:45:00+02:00,116.24,116.24
2025-06-04 15:00:00+02:00,47.91,47.91
2025-06-04 15:15:00+02:00,49.16,49.16
2025-06-04 15:30:00+02:00,117.16,117.16
2025-06-04 15:45:00+02:00,52.95,52.95
2025-06-04 16:00:00+02:00,80.17,80.17
2025-06-04 16:15:00+02:00,169.63,169.63
2025-06-04 16:30:00+02:00,161.59,161.59
2025-06-04 16:45:00+02:00,110.85,110.85
2025-06-04 17:00:00+02:00,64.11,64.11
2025-06-04 17:15:00+02:00,53.31,53.31
2025-06-04 17:30:00+02:00,40.32,40.32
2025-06-04 17:45:00+02:00,24.11,24.11
2025-06-04 18:00:00+02:00,71.27,71.27
2025-06-04 18:15:00+02:00,39.05,39.05
2025-06-04 18:30:00+02:00,112.16,112.16
2025-06-04 18:45:00+02:00,124.15,124.15
2025-06-04 19:00:00+02:00,135.33,135.33
2025-06-04 19:15:00+02:00,34.19,34.19
2025-06-04 19:30:00+02:00,38.41,38.41
2025-06-04 19:45:00+02:00,102.74,102.74
2025-06-04 20:00:00+02:00,113.06,113.06
2025-06-04 20:15:00+02:00,119.66,119.66
2025-06-04 20:30:00+02:00,122.35,122.35
2025-06-04 20:45:00+02:00,126.31,126.31
2025-06-04 21:00:00+02:00,164.13,164.13
2025-06-04 21:15:00+02:00,155.19,155.19
2025-06-04 21:30:00+02:00,126.19,126.19
2025-06-04 21:45:00+02:00,106.72,106.72
2025-06-04 22:00:00+02:00,27.89,27.89
2025-06-04 22:15:00+02:00,41.53,41.53
2025-06-04 22:30:00+02:00,123.76,123.76
2025-06-04 22:45:00+02:00,46.51,46.51
2025-06-04 23:00:00+02:00,4.49,4.49
2025-06-04 23:15:00+02:00,29.02,29.02
2025-06-04 23:30:00+02:00,45.87,45.87
2025-06-04 23:45:00+02:00,55.7,55.7
2025-06-05 00:00:00+02:00,87.63,87.63
2025-06-05 00:15:00+02:00,75.21,75.21
2025-06-05 00:30:00+02:00,111.63,111.63
2025-06-05 00:45:00+02:00,83.68,83.68
2025-06-05 01:00:00+02:00,104.54,104.54
2025-06-05 01:15:00+02:00,103.95,103.95
2025-06-05 01:30:00+02:00,103.24,103.24
2025-06-05 01:45:00+02:00,108.22,108.22
2025-06-05 02:00:00+02:00,54.42,54.42
2025-06-05 02:15:00+02:00,92.15,92.15
2025-06-05 02:30:00+02:00,107.09,107.09
2025-06-05 02:45:00+02:00,91.58,91.58
2025-06-05 03:00:00+02:00,120.36,120.36
2025-06-05 03:15:00+02:00,117.23,117.23
2025-06-05 03:30:00+02:00,91.45,91.45
2025-06-05 03:45:00+02:00,48.92,48.92
2025-06-05 04:00:00+02:00,31.07,31.07
2025-06-05 04:15:00+02:00,71.19,71.19
2025-06-05 04:30:00+02:00,57.64,57.64
2025-06-05 04:45:00+02:00,34.35,34.35
2025-06-05 05:00:00+02:00,23.77,23.77
2025-06-05 05:15:00+02:00,10.31,10.31
2025-06-05 05:30:00+02:00,22.51,22.51
2025-06-05 05:45:00+02:00,49.96,49.96
2025-06-05 06:00:00+02:00,53.49,53.49
2025-06-05 06:15:00+02:00,0.0,0.0
2025-06-05 06:30:00+02:00,123.86,123.86
2025-06-05 06:45:00+02:00,103.8,103.8
2025-06-05 07:00:00+02:00,117.04,117.04
2025-06-05 07:15:00+02:00,110.38,110.38
2025-06-05 07:30:00+02:00,100.08,100.08
2025-06-05 07:45:00+02:00,87.22,87.22
2025-06-05 08:00:00+02:00,123.13,123.13
2025-06-05 08:15:00+02:00,20.93,20.93
2025-06-05 08:30:00+02:00,26.26,26.26
2025-06-05 08:45:00+02:00,68.08,68.08
2025-06-05 09:00:00+02:00,38.14,38.14
2025-06-05 09:15:00+02:00,214.42,214.42
2025-06-05 09:30:00+02:00,26.62,26.62
2025-06-05 09:45:00+02:00,17.27,17.27
2025-06-05 10:00:00+02:00,29.8,29.8
2025-06-05 10:15:00+02:00,22.63,22.63
2025-06-05 10:30:00+02:00,28.35,28.35
2025-06-05 10:45:00+02:00,0.0,0.0
2025-06-05 11:00:00+02:00,67.3,67.3
